Examiner,Course coordinator,Teachers,Year,Part of programme,Duration,Pace of study,Form of study,Language of instruction,Course location,Number of places,Course code,Semester,Target group,Choose semester and course offering,P1,P2,P3,P4,Starting Term
"{'Kjartan Gudmundsson': 'https://www.kth.se/profile/kjartan/', 'Folke Björk': 'https://www.kth.se/profile/folkeb/'}",{'Folke Björk': 'https://www.kth.se/profile/folkeb/'},,2021/2022,,"['18/01/2022', '07/06/2022']",100%,Normal Daytime,English,KTH Campus,Places are not limited,AF242X,Spring 2022,TCAEM2,,,,15.0,15.0,Spring
"{'Kjartan Gudmundsson': 'https://www.kth.se/profile/kjartan/', 'Folke Björk': 'https://www.kth.se/profile/folkeb/'}",{'Folke Björk': 'https://www.kth.se/profile/folkeb/'},,2022/2023,,"['29/08/2022', '16/01/2023']",100%,Normal Daytime,English,KTH Campus,Places are not limited,AF242X,Autumn 2022,TCAEM2,,15.0,15.0,,,Autumn
"{'Folke Björk': 'https://www.kth.se/profile/folkeb/', 'Kjartan Gudmundsson': 'https://www.kth.se/profile/kjartan/'}",{'Folke Björk': 'https://www.kth.se/profile/folkeb/'},,2021/2022,"Master's Programme, Civil and Architectural Engineering, åk 2, Conditionally Elective","['18/01/2022', '07/06/2022']",100%,Normal Daytime,English,KTH Campus,Places are not limited,AF243X,Spring 2022,,,,,15.0,15.0,Spring
"{'Folke Björk': 'https://www.kth.se/profile/folkeb/', 'Kjartan Gudmundsson': 'https://www.kth.se/profile/kjartan/'}",{'Folke Björk': 'https://www.kth.se/profile/folkeb/'},,2022/2023,,"['29/08/2022', '16/01/2023']",100%,Normal Daytime,English,KTH Campus,Places are not limited,AF243X,Autumn 2022,,,15.0,15.0,,,Autumn
"{'Folke Björk': 'https://www.kth.se/profile/folkeb/', 'Kjartan Gudmundsson': 'https://www.kth.se/profile/kjartan/'}",{'Folke Björk': 'https://www.kth.se/profile/folkeb/'},,2022/2023,"Master's Programme, Civil and Architectural Engineering, åk 2, Conditionally Elective","['17/01/2023', '05/06/2023']",100%,Normal Daytime,English,KTH Campus,Places are not limited,AF243X,Spring 2023,,,,,15.0,15.0,Spring
{'Ivo Martinac': 'https://www.kth.se/profile/im/'},{'Torun Widström': 'https://www.kth.se/profile/torunw/'},"{'Ivo Martinac': 'https://www.kth.se/profile/im/', 'Genku Kayo': 'https://www.kth.se/profile/genko/', 'Tove Malmqvist Stigell': 'https://www.kth.se/profile/tovem/', 'Håkan Nilsson': 'https://www.kth.se/profile/hakann/', 'Arlind Dervishaj': 'https://www.kth.se/profile/arlindd/', 'Torun Widström': 'https://www.kth.se/profile/torunw/', 'Kjartan Gudmundsson': 'https://www.kth.se/profile/kjartan/'}",2022/2023,"[""Master's Programme, Civil and Architectural Engineering, åk 1, Conditionally Elective"", ""Master's Programme, Energy Innovation, åk 2, SMCS, Recommended""]","['31/10/2022', '16/01/2023']",50%,Normal Daytime,English,KTH Campus,Min: 10,AF2507,Autumn 2022,,,,7.5,,,Autumn
{'Ivo Martinac': 'https://www.kth.se/profile/im/'},{'Ivo Martinac': 'https://www.kth.se/profile/im/'},"{'Patrik Skogqvist': 'https://www.kth.se/profile/psk/', 'Marc Azar': 'https://www.kth.se/profile/mazar/', 'Wei Liu': 'https://www.kth.se/profile/weiliu2/', 'Ivo Martinac': 'https://www.kth.se/profile/im/', 'Torun Widström': 'https://www.kth.se/profile/torunw/'}",2022/2023,"Master's Programme, Civil and Architectural Engineering, åk 1, Conditionally Elective","['29/08/2022', '28/10/2022']",50%,Normal Daytime,English,KTH Campus,Min: 10,AF2508,Autumn 2022,,,7.5,,,,Autumn
{'Ivo Martinac': 'https://www.kth.se/profile/im/'},,"{'Ivo Martinac': 'https://www.kth.se/profile/im/', 'Håkan Nilsson': 'https://www.kth.se/profile/hakann/'}",2022/2023,"Master's Programme, Civil and Architectural Engineering, åk 1, Conditionally Elective","['17/01/2023', '17/03/2023']",50%,Normal Daytime,English,KTH Campus,Min: 10,AF2511,Spring 2023,,,,,7.5,,Spring
{'Ivo Martinac': 'https://www.kth.se/profile/im/'},{'Wei Liu': 'https://www.kth.se/profile/weiliu2/'},"{'Ivo Martinac': 'https://www.kth.se/profile/im/', 'Wei Liu': 'https://www.kth.se/profile/weiliu2/', 'Arlind Dervishaj': 'https://www.kth.se/profile/arlindd/', 'Kjartan Gudmundsson': 'https://www.kth.se/profile/kjartan/'}",2022/2023,"Master's Programme, Civil and Architectural Engineering, åk 1, Conditionally Elective","['20/03/2023', '05/06/2023']",50%,Normal Daytime,English,KTH Campus,Min: 10,AF2513,Spring 2023,,,,,,7.5,Spring
{'Ivo Martinac': 'https://www.kth.se/profile/im/'},{'Ivo Martinac': 'https://www.kth.se/profile/im/'},,2021/2022,"Master's Programme, Civil and Architectural Engineering, åk 2, Conditionally Elective","['18/01/2022', '07/06/2022']",100%,Normal Daytime,English,KTH Campus,Places are not limited,AF253X,Spring 2022,,,,,15.0,15.0,Spring
{'Ivo Martinac': 'https://www.kth.se/profile/im/'},{'Ivo Martinac': 'https://www.kth.se/profile/im/'},,2022/2023,,"['29/08/2022', '16/01/2023']",100%,Normal Daytime,English,KTH Campus,Places are not limited,AF253X,Autumn 2022,,,15.0,15.0,,,Autumn
{'Ivo Martinac': 'https://www.kth.se/profile/im/'},{'Ivo Martinac': 'https://www.kth.se/profile/im/'},,2022/2023,"Master's Programme, Civil and Architectural Engineering, åk 2, Conditionally Elective","['17/01/2023', '05/06/2023']",100%,Normal Daytime,English,KTH Campus,Places are not limited,AF253X,Spring 2023,,,,,15.0,15.0,Spring
"{'Johan Silfwerbrand': 'https://www.kth.se/profile/jsilfwer/', 'Wei Liu': 'https://www.kth.se/profile/weiliu2/'}",{'Sasan Sadrizadeh': 'https://www.kth.se/profile/sasansad/'},,2021/2022,"Master's Programme, Civil and Architectural Engineering, åk 2, Conditionally Elective","['18/01/2022', '07/06/2022']",100%,Normal Daytime,English,KTH Campus,Places are not limited,AF259X,Spring 2022,,,,,15.0,15.0,Spring
"{'Johan Silfwerbrand': 'https://www.kth.se/profile/jsilfwer/', 'Wei Liu': 'https://www.kth.se/profile/weiliu2/'}",{'Sasan Sadrizadeh': 'https://www.kth.se/profile/sasansad/'},,2022/2023,,"['29/08/2022', '16/01/2023']",100%,Normal Daytime,English,KTH Campus,Places are not limited,AF259X,Autumn 2022,,,15.0,15.0,,,Autumn
"{'Johan Silfwerbrand': 'https://www.kth.se/profile/jsilfwer/', 'Wei Liu': 'https://www.kth.se/profile/weiliu2/'}",{'Sasan Sadrizadeh': 'https://www.kth.se/profile/sasansad/'},,2022/2023,"Master's Programme, Civil and Architectural Engineering, åk 2, Conditionally Elective","['17/01/2023', '05/06/2023']",100%,Normal Daytime,English,KTH Campus,Places are not limited,AF259X,Spring 2023,,,,,15.0,15.0,Spring
{'Fredrik Johansson': 'https://www.kth.se/profile/frejoha/'},{'Johan Spross': 'https://www.kth.se/profile/spross/'},"{'Fredrik Johansson': 'https://www.kth.se/profile/frejoha/', 'Francisco Rios Bayona': 'https://www.kth.se/profile/frrb/', 'Johan Spross': 'https://www.kth.se/profile/spross/'}",2022/2023,"Master's Programme, Civil and Architectural Engineering, åk 1, Conditionally Elective","['17/01/2023', '17/03/2023']",50%,Normal Daytime,English,KTH Campus,Min: 10,AF2602,Spring 2023,,,,,7.5,,Spring
,,,,,,,,,,,AF2609,Autumn 2022,,Choose semester and course offering to see information from the correct course syllabus and course offering.,,,,,
{'Fredrik Johansson': 'https://www.kth.se/profile/frejoha/'},{'Johan Spross': 'https://www.kth.se/profile/spross/'},"{'Francisco Rios Bayona': 'https://www.kth.se/profile/frrb/', 'Johan Spross': 'https://www.kth.se/profile/spross/', 'Fredrik Johansson': 'https://www.kth.se/profile/frejoha/', 'Tafadzwa John Shamu': 'https://www.kth.se/profile/jshamu/'}",2022/2023,"Master's Programme, Civil and Architectural Engineering, åk 2, Conditionally Elective","['31/10/2022', '16/01/2023']",50%,Normal Daytime,English,KTH Campus,Min: 10,AF2610,Autumn 2022,,,,7.5,,,Autumn
{'Stefan Larsson': 'https://www.kth.se/profile/stelar/'},{'Alireza Ahmadi': 'https://www.kth.se/profile/alahmadi/'},"{'Sadek Baker': 'https://www.kth.se/profile/sadebake/', 'Davi Rodrigues Damasceno': 'https://www.kth.se/profile/davird/'}",2022/2023,"Master's Programme, Civil and Architectural Engineering, åk 2, Conditionally Elective","['29/08/2022', '28/10/2022']",50%,Normal Daytime,English,KTH Campus,Min: 10,AF2611,Autumn 2022,,,7.5,,,,Autumn
"{'Stefan Larsson': 'https://www.kth.se/profile/stelar/', 'Fredrik Johansson': 'https://www.kth.se/profile/frejoha/'}",{'Stefan Larsson': 'https://www.kth.se/profile/stelar/'},{'Johan Spross': 'https://www.kth.se/profile/spross/'},2021/2022,"Master's Programme, Civil and Architectural Engineering, åk 2, Conditionally Elective","['18/01/2022', '07/06/2022']",100%,Normal Daytime,English,KTH Campus,Places are not limited,AF263X,Spring 2022,,,,,15.0,15.0,Spring
"{'Stefan Larsson': 'https://www.kth.se/profile/stelar/', 'Fredrik Johansson': 'https://www.kth.se/profile/frejoha/'}",{'Stefan Larsson': 'https://www.kth.se/profile/stelar/'},{'Johan Spross': 'https://www.kth.se/profile/spross/'},2022/2023,,"['29/08/2022', '16/01/2023']",100%,Normal Daytime,English,KTH Campus,Places are not limited,AF263X,Autumn 2022,,,15.0,15.0,,,Autumn
"{'Stefan Larsson': 'https://www.kth.se/profile/stelar/', 'Fredrik Johansson': 'https://www.kth.se/profile/frejoha/'}",{'Stefan Larsson': 'https://www.kth.se/profile/stelar/'},{'Johan Spross': 'https://www.kth.se/profile/spross/'},2022/2023,"Master's Programme, Civil and Architectural Engineering, åk 2, Conditionally Elective","['17/01/2023', '05/06/2023']",100%,Normal Daytime,English,KTH Campus,Places are not limited,AF263X,Spring 2023,,,,,15.0,15.0,Spring
{'Ute Besenecker': 'https://www.kth.se/profile/uteb/'},"{'Rodrigo Eduardo Muro Avendano': 'https://www.kth.se/profile/rema/', 'Federico Favero': 'https://www.kth.se/profile/ffavero/'}","{'Federico Favero': 'https://www.kth.se/profile/ffavero/', 'Gerhard Rehm': 'https://www.kth.se/profile/rehm/', 'Foteini Kyriakidou': 'https://www.kth.se/profile/foteini/', 'Rodrigo Eduardo Muro Avendano': 'https://www.kth.se/profile/rema/', 'Erik Wingquist': 'https://www.kth.se/profile/erikwi/'}",2021/2022,"Master's Programme, Architectural Lighting Design, åk 1, Mandatory","['21/03/2022', '07/06/2022']",75%,Normal Daytime,English,KTH Campus,Min: 5,AF270X,Spring 2022,Mandatory for TLODM year 1,,,,,15.0,Spring
{'Ute Besenecker': 'https://www.kth.se/profile/uteb/'},{'Federico Favero': 'https://www.kth.se/profile/ffavero/'},"{'Federico Favero': 'https://www.kth.se/profile/ffavero/', 'Rodrigo Eduardo Muro Avendano': 'https://www.kth.se/profile/rema/', 'Gerhard Rehm': 'https://www.kth.se/profile/rehm/', 'Erik Wingquist': 'https://www.kth.se/profile/erikwi/'}",2022/2023,,"['31/10/2022', '16/01/2023']",75%,Normal Daytime,English,KTH Campus,Min: 5,AF270X,Autumn 2022,Mandatory for TLODM year 1,,,15.0,,,Autumn
{'Ute Besenecker': 'https://www.kth.se/profile/uteb/'},{'Federico Favero': 'https://www.kth.se/profile/ffavero/'},"{'Federico Favero': 'https://www.kth.se/profile/ffavero/', 'Gerhard Rehm': 'https://www.kth.se/profile/rehm/', 'Rodrigo Eduardo Muro Avendano': 'https://www.kth.se/profile/rema/'}",2022/2023,"Master's Programme, Architectural Lighting Design, åk 1, Mandatory","['20/03/2023', '05/06/2023']",75%,Normal Daytime,English,KTH Campus,Min: 5,AF270X,Spring 2023,Mandatory for TLODM year 1,,,,,15.0,Spring
{'Ahmad Reza Roozbeh': 'https://www.kth.se/profile/aroozbeh/'},{'Ahmad Reza Roozbeh': 'https://www.kth.se/profile/aroozbeh/'},{'Ahmad Reza Roozbeh': 'https://www.kth.se/profile/aroozbeh/'},2022/2023,"['Degree Programme in Constructional Engineering and Design, åk 3, ARFU, Conditionally Elective', 'Degree Programme in Constructional Engineering and Design, åk 3, KONS, Conditionally Elective', 'Degree Programme in Constructional Engineering and Design, åk 3, PROD, Conditionally Elective']","['29/08/2022', '28/10/2022']",50%,Normal Evenings,Swedish,KTH Campus,15 - 60,AF2720,Autumn 2022,,,7.5,,,,Autumn
"{'Zahra Kalantari': 'https://www.kth.se/profile/zahrak/', 'Luigia Brandimarte': 'https://www.kth.se/profile/luigiab/', 'Anders Wörman': 'https://www.kth.se/profile/worman/', 'Joakim Riml': 'https://www.kth.se/profile/riml/'}",{'Luigia Brandimarte': 'https://www.kth.se/profile/luigiab/'},"{'Luigia Brandimarte': 'https://www.kth.se/profile/luigiab/', 'Joakim Riml': 'https://www.kth.se/profile/riml/', 'Anders Wörman': 'https://www.kth.se/profile/worman/'}",2021/2022,"[""Master's Programme, Civil and Architectural Engineering, åk 2, Conditionally Elective"", ""Master's Programme, Environmental Engineering and Sustainable Infrastructure, åk 2, Conditionally Elective""]","['18/01/2022', '07/06/2022']",100%,Normal Daytime,English,KTH Campus,Places are not limited,AF283X,Spring 2022,,,,,15.0,15.0,Spring
"{'Zahra Kalantari': 'https://www.kth.se/profile/zahrak/', 'Luigia Brandimarte': 'https://www.kth.se/profile/luigiab/', 'Anders Wörman': 'https://www.kth.se/profile/worman/', 'Joakim Riml': 'https://www.kth.se/profile/riml/'}",{'Luigia Brandimarte': 'https://www.kth.se/profile/luigiab/'},"{'Luigia Brandimarte': 'https://www.kth.se/profile/luigiab/', 'Anders Wörman': 'https://www.kth.se/profile/worman/', 'Joakim Riml': 'https://www.kth.se/profile/riml/'}",2022/2023,,"['29/08/2022', '16/01/2023']",100%,Normal Daytime,English,KTH Campus,Places are not limited,AF283X,Autumn 2022,,,15.0,15.0,,,Autumn
"{'Zahra Kalantari': 'https://www.kth.se/profile/zahrak/', 'Luigia Brandimarte': 'https://www.kth.se/profile/luigiab/', 'Anders Wörman': 'https://www.kth.se/profile/worman/', 'Joakim Riml': 'https://www.kth.se/profile/riml/'}",{'Luigia Brandimarte': 'https://www.kth.se/profile/luigiab/'},"{'Joakim Riml': 'https://www.kth.se/profile/riml/', 'Anders Wörman': 'https://www.kth.se/profile/worman/', 'Luigia Brandimarte': 'https://www.kth.se/profile/luigiab/'}",2022/2023,"[""Master's Programme, Civil and Architectural Engineering, åk 2, Conditionally Elective"", ""Master's Programme, Environmental Engineering and Sustainable Infrastructure, åk 2, Conditionally Elective""]","['17/01/2023', '05/06/2023']",100%,Normal Daytime,English,KTH Campus,Places are not limited,AF283X,Spring 2023,,,,,15.0,15.0,Spring
,,,,,,,,,,,AF2901,Autumn 2022,,Choose semester and course offering to see information from the correct course syllabus and course offering.,,,,,
{'Denis Jelagin': 'https://www.kth.se/profile/jelagin/'},{'Alvaro Guarin Cobo': 'https://www.kth.se/profile/guarin/'},"{'Johan Silfwerbrand': 'https://www.kth.se/profile/jsilfwer/', 'Alvaro Guarin Cobo': 'https://www.kth.se/profile/guarin/'}",2021/2022,"Master's Programme, Civil and Architectural Engineering, åk 1, Conditionally Elective","['21/03/2022', '07/06/2022']",50%,Normal Daytime,English,KTH Campus,Min: 10,AF2903,Spring 2022,,,,,,7.5,Spring
{'Denis Jelagin': 'https://www.kth.se/profile/jelagin/'},{'Alvaro Guarin Cobo': 'https://www.kth.se/profile/guarin/'},{'Alvaro Guarin Cobo': 'https://www.kth.se/profile/guarin/'},2022/2023,"Master's Programme, Civil and Architectural Engineering, åk 1, Conditionally Elective","['20/03/2023', '05/06/2023']",50%,Normal Daytime,English,KTH Campus,Min: 10,AF2903,Spring 2023,,,,,,7.5,Spring
"{'Nicole Kringos': 'https://www.kth.se/profile/kringos/', 'Denis Jelagin': 'https://www.kth.se/profile/jelagin/'}",{'Denis Jelagin': 'https://www.kth.se/profile/jelagin/'},,2021/2022,"Master's Programme, Civil and Architectural Engineering, åk 2, Conditionally Elective","['18/01/2022', '07/06/2022']",100%,Normal Daytime,English,KTH Campus,Places are not limited,AF293X,Spring 2022,,,,,15.0,15.0,Spring
"{'Nicole Kringos': 'https://www.kth.se/profile/kringos/', 'Denis Jelagin': 'https://www.kth.se/profile/jelagin/'}",{'Denis Jelagin': 'https://www.kth.se/profile/jelagin/'},,2022/2023,,"['29/08/2022', '16/01/2023']",100%,Normal Daytime,English,KTH Campus,Places are not limited,AF293X,Autumn 2022,,,15.0,15.0,,,Autumn
"{'Nicole Kringos': 'https://www.kth.se/profile/kringos/', 'Denis Jelagin': 'https://www.kth.se/profile/jelagin/'}",{'Denis Jelagin': 'https://www.kth.se/profile/jelagin/'},,2022/2023,"Master's Programme, Civil and Architectural Engineering, åk 2, Conditionally Elective","['17/01/2023', '05/06/2023']",100%,Normal Daytime,English,KTH Campus,Places are not limited,AF293X,Spring 2023,,,,,15.0,15.0,Spring
{'Tigran Haas': 'https://www.kth.se/profile/tigran/'},{'Jerker Söderlind': 'https://www.kth.se/profile/jerkerso/'},{'Håkan Jersenius': 'https://www.kth.se/profile/hakanjer/'},2022/2023,"Degree Programme in Civil Engineering and Urban Management, åk 3, STP, Conditionally Elective","['17/01/2023', '17/03/2023']",50%,Normal Daytime,Swedish,KTH Campus,Places are not limited,AG1103,Spring 2023,,,,,7.5,,Spring
"{'Jonathan Metzger': 'https://www.kth.se/profile/jmetzger/', 'Karolina Isaksson': 'https://www.kth.se/profile/kis/', 'Maria Håkansson': 'https://www.kth.se/profile/mbh/', 'Tigran Haas': 'https://www.kth.se/profile/tigran/', 'Hans Westlund': 'https://www.kth.se/profile/hanswes/', 'Karin Bradley': 'https://www.kth.se/profile/bradley/', 'Vania Ceccato': 'https://www.kth.se/profile/vace/', 'Anders Karlström': 'https://www.kth.se/profile/amail/'}",,,2021/2022,"Degree Programme in Civil Engineering and Urban Management, åk 3, STP, Conditionally Elective","['21/03/2022', '07/06/2022']",75%,Normal Daytime,Swedish,KTH Campus,Places are not limited,AG111X,Spring 2022,,,,,,15.0,Spring
"{'Jonathan Metzger': 'https://www.kth.se/profile/jmetzger/', 'Karolina Isaksson': 'https://www.kth.se/profile/kis/', 'Maria Håkansson': 'https://www.kth.se/profile/mbh/', 'Tigran Haas': 'https://www.kth.se/profile/tigran/', 'Hans Westlund': 'https://www.kth.se/profile/hanswes/', 'Karin Bradley': 'https://www.kth.se/profile/bradley/', 'Vania Ceccato': 'https://www.kth.se/profile/vace/', 'Anders Karlström': 'https://www.kth.se/profile/amail/'}",,,2022/2023,"Degree Programme in Civil Engineering and Urban Management, åk 3, STP, Conditionally Elective","['20/03/2023', '05/06/2023']",75%,Normal Daytime,Swedish,KTH Campus,Places are not limited,AG111X,Spring 2023,,,,,,15.0,Spring
{'Maria Håkansson': 'https://www.kth.se/profile/mbh/'},,"{'Malin Hansen': 'https://www.kth.se/profile/malhan/', 'Maria Håkansson': 'https://www.kth.se/profile/mbh/', 'Tony Svensson': 'https://www.kth.se/profile/tonysve/', 'Pieter Brokking': 'https://www.kth.se/profile/brokking/'}",2022/2023,"['Degree Programme in Civil Engineering and Urban Management, åk 3, MHI, Conditionally Elective', 'Degree Programme in Civil Engineering and Urban Management, åk 3, STP, Mandatory', 'Degree Programme in Energy and Environment, åk 3, HSS, Conditionally Elective', 'Degree Programme in Energy and Environment, åk 3, ITH, Conditionally Elective', 'Degree Programme in Energy and Environment, åk 3, KEM, Conditionally Elective', 'Degree Programme in Energy and Environment, åk 3, MES, Conditionally Elective', 'Degree Programme in Energy and Environment, åk 3, MHI, Conditionally Elective', 'Degree Programme in Energy and Environment, åk 3, RENE, Conditionally Elective', 'Degree Programme in Energy and Environment, åk 3, SMCS, Conditionally Elective', 'Degree Programme in Energy and Environment, åk 3, SUE, Conditionally Elective', 'Degree Programme in Energy and Environment, åk 3, SUT, Conditionally Elective', 'Master of Science in Engineering and in Education, åk 4, TEMI, Conditionally Elective']","['29/08/2022', '28/10/2022']",50%,Normal Daytime,Swedish,KTH Campus,Places are not limited,AG1137,Autumn 2022,,,7.5,,,,Autumn
{'Jonathan Metzger': 'https://www.kth.se/profile/jmetzger/'},,,2022/2023,"Degree Programme in Civil Engineering and Urban Management, åk 3, STP, Conditionally Elective","['17/01/2023', '17/03/2023']",50%,Normal Daytime,Swedish,KTH Campus,Places are not limited,AG1138,Spring 2023,,,,,7.5,,Spring
